"country","iso_code","region","income_group","gavi_status","predicts_2020","predicts_lower","predicts_upper","actuals_2020","cov_delta_mean","cov_delta_high","cov_delta_low","confidence_95_level","ci_width"
"Turkey","TUR","Eastern Europe & Central Asia","Upper middle income","Never Gavi",0.99,0.89995739309189,1.08004260690811,0.99,0,-0.0900426069081095,0.0900426069081096,FALSE,0.180085213816219
"Turkmenistan","TKM","Eastern Europe & Central Asia","Upper middle income","Never Gavi",0.989513050982922,0.970707775600024,1.00831832636582,0.99,0.000486949017077576,-0.0183183263658204,0.0192922243999757,FALSE,0.0376105507657961
"Tuvalu","TUV","East Asia & Pacific","Upper middle income","Never Gavi",0.986000000000055,0.958723088170534,1.01327691182958,0.99,0.00399999999994471,-0.0232769118295768,0.0312769118294662,FALSE,0.054553823659043
"Uganda","UGA","Eastern & Southern Africa","Low income","Initial self-financing",0.981836753707611,0.923415176275814,1.04025833113941,0.94,-0.041836753707611,-0.100258331139408,0.0165848237241863,FALSE,0.116843154863595
"Ukraine","UKR","Eastern Europe & Central Asia","Lower middle income","Fully self-financing",0.89,0.640536914446912,1.13946308555309,0.93,0.04,-0.209463085553088,0.289463085553088,FALSE,0.498926171106176
"United Arab Emirates","ARE","Middle East & North Africa","High income","Never Gavi",0.99,0.970395607307185,1.00960439269281,0.9,-0.09,-0.109604392692815,-0.0703956073071852,TRUE,0.0392087853856297
"United Kingdom","GBR","Western Europe","High income","Never Gavi",0.97,0.963626096836859,0.976373903163141,0.97,0,-0.00637390316314068,0.00637390316314068,FALSE,0.0127478063262814
"United Republic of Tanzania","TZA","Eastern & Southern Africa","Lower middle income","Preparatory transition phase",0.920699201838102,0.866474482471619,0.974923921204585,0.88,-0.0406992018381022,-0.0949239212045853,0.0135255175283809,FALSE,0.108449438732966
"United States","USA","North America","High income","Never Gavi",0.97,0.955773960438092,0.984226039561908,0.97,0,-0.0142260395619083,0.0142260395619083,FALSE,0.0284520791238165
"Uruguay","URY","Latin America & Caribbean","High income","Never Gavi",0.9795,0.947404556241179,1.01159544375882,0.98,0.000500000000000278,-0.0315954437588202,0.0325954437588207,FALSE,0.0641908875176409
"Uzbekistan","UZB","Eastern Europe & Central Asia","Lower middle income","Accelerated transition phase",0.986499999999963,0.968207616845033,1.00479238315489,0.96,-0.026499999999963,-0.0447923831548933,-0.00820761684503268,TRUE,0.0365847663098606
"Vanuatu","VUT","East Asia & Pacific","Lower middle income","Never Gavi",0.96,0.918542872222826,1.00145712777717,0.84,-0.12,-0.161457127777174,-0.078542872222826,TRUE,0.0829142555543481
"Venezuela (Bolivarian Republic of)","VEN","Latin America & Caribbean","","Never Gavi",0.888974594085828,0.764364412002695,1.01358477616896,0.73,-0.158974594085828,-0.283584776168962,-0.0343644120026947,TRUE,0.249220364166267
"Viet Nam","VNM","East Asia & Pacific","Lower middle income","Fully self-financing",0.980945459354447,0.873886867941081,1.08800405076781,0.96,-0.0209454593544469,-0.128004050767813,0.0861131320589195,FALSE,0.214117182826733
"Yemen","YEM","Middle East & North Africa","Low income","Initial self-financing",0.844474129914005,0.769054028291573,0.919894231536437,0.83,-0.0144741299140051,-0.0898942315364373,0.0609459717084271,FALSE,0.150840203244864
"Zambia","ZMB","Eastern & Southern Africa","Lower middle income","Preparatory transition phase",0.93280034271987,0.883309001683408,0.982291683756333,0.88,-0.0528003427198702,-0.102291683756333,-0.00330900168340753,TRUE,0.0989826820729254
"Zimbabwe","ZWE","Eastern & Southern Africa","Lower middle income","Initial self-financing",0.94,0.884928470990687,0.995071529009313,0.93,-0.0099999999999999,-0.0650715290093129,0.0450715290093131,FALSE,0.110143058018626
